CT_Hour_Begin,Month,Day,Hour_Begin,2016,2017,2018,2019,2020
1/1/16 00:00,1,1,0,0,0,0,0,0
1/1/16 01:00,1,1,1,0,0,0,0,0
1/1/16 02:00,1,1,2,0,0,0,0,0
1/1/16 03:00,1,1,3,0,0,0,0,0
1/1/16 04:00,1,1,4,0,0,0,0,0
1/1/16 05:00,1,1,5,0,0,0,0,0
1/1/16 06:00,1,1,6,-2.232,-13.344,22.248,26.688,148.368
1/1/16 07:00,1,1,7,179.088,-342.6,-634.032,401.568,-3169.032
1/1/16 08:00,1,1,8,-1940.976,-842.04,-1745.28,-2044.968,5660.088
1/1/16 09:00,1,1,9,1788.12,1423.8,-3507.528,-3890.592,-6405.36
1/1/16 10:00,1,1,10,-2086.08,1192.44,4593.552,9072.84,9435
1/1/16 11:00,1,1,11,2026.704,1044.504,6281.352,-8458.848,10537.272
1/1/16 12:00,1,1,12,-2168.352,-2130.456,7444.872,6404.4,10943.664
1/1/16 13:00,1,1,13,1936.44,-4643.232,8974.824,-7609.872,9844.872
1/1/16 14:00,1,1,14,-1023.36,-2336.712,-4349.208,4168.272,6923.976
1/1/16 15:00,1,1,15,362.616,-1106.328,-2817.648,-2573.856,-3004.752
1/1/16 16:00,1,1,16,-28.92,-86.76,261.408,241.368,204.84
1/1/16 17:00,1,1,17,0,0,0,0,0
1/1/16 18:00,1,1,18,0,0,0,0,0
1/1/16 19:00,1,1,19,0,0,0,0,0
1/1/16 20:00,1,1,20,0,0,0,0,0
1/1/16 21:00,1,1,21,0,0,0,0,0
1/1/16 22:00,1,1,22,0,0,0,0,0
1/1/16 23:00,1,1,23,0,0,0,0,0
1/2/16 00:00,1,2,0,0,0,0,0,0
1/2/16 01:00,1,2,1,0,0,0,0,0
1/2/16 02:00,1,2,2,0,0,0,0,0
1/2/16 03:00,1,2,3,0,0,0,0,0
1/2/16 04:00,1,2,4,0,0,0,0,0
1/2/16 05:00,1,2,5,0,0,0,0,0
1/2/16 06:00,1,2,6,-57.84,-164.616,94.56,-20.016,0
1/2/16 07:00,1,2,7,1126.8,-1201.344,-3730.248,685.2,-105.192
1/2/16 08:00,1,2,8,2017.56,1789.344,6440.016,1568.184,435.168
1/2/16 09:00,1,2,9,4701.552,-3474.48,-6893.976,1747.488,1246.728
1/2/16 10:00,1,2,10,4688.184,7821.792,-9001.128,-1529.472,3542.328
1/2/16 11:00,1,2,11,9002.832,-7488.792,-11693.256,3172.08,-6008.784
1/2/16 12:00,1,2,12,-8508.216,5553,12564.792,-3429.24,9413.616
1/2/16 13:00,1,2,13,-9905.544,-3533.04,11097.768,3425.016,-8209.944
1/2/16 14:00,1,2,14,-5184.792,2182.104,-8458.488,-2906.256,-6473.184
1/2/16 15:00,1,2,15,2950.68,-1149.048,-4326.336,1488.648,2910.816
1/2/16 16:00,1,2,16,-142.392,-68.976,357.072,172.416,267.96
1/2/16 17:00,1,2,17,0,0,0,0,0
1/2/16 18:00,1,2,18,0,0,0,0,0
1/2/16 19:00,1,2,19,0,0,0,0,0
1/2/16 20:00,1,2,20,0,0,0,0,0
1/2/16 21:00,1,2,21,0,0,0,0,0
1/2/16 22:00,1,2,22,0,0,0,0,0
1/2/16 23:00,1,2,23,0,0,0,0,0
1/3/16 00:00,1,3,0,0,0,0,0,0
1/3/16 01:00,1,3,1,0,0,0,0,0
1/3/16 02:00,1,3,2,0,0,0,0,0
1/3/16 03:00,1,3,3,0,0,0,0,0
1/3/16 04:00,1,3,4,0,0,0,0,0
1/3/16 05:00,1,3,5,0,0,0,0,0
1/3/16 06:00,1,3,6,18.912,-76.752,0,85.656,-7.752
1/3/16 07:00,1,3,7,906.552,506.112,5.568,-1747.056,-272.4
1/3/16 08:00,1,3,8,3262.056,-1238.04,0,-1931.832,467.28
1/3/16 09:00,1,3,9,-6315.12,3373.056,0,1772.904,946.752
1/3/16 10:00,1,3,10,-8757.432,-3379.944,-48.936,4687.752,3823.056
1/3/16 11:00,1,3,11,-6914.904,-5119.272,-328.152,2743.56,-5160.096
1/3/16 12:00,1,3,12,-5054.088,8289.48,922.128,2162.928,6266.568
1/3/16 13:00,1,3,13,3413.736,4718.016,-1914.36,-2078.736,-5263.608
1/3/16 14:00,1,3,14,2601.264,-4364.4,-3652.488,721.92,4248.096
1/3/16 15:00,1,3,15,-1212.456,2049.12,-1573.848,-486.096,2075.568
1/3/16 16:00,1,3,16,-52.272,115.68,-270.312,-106.776,-133.992
1/3/16 17:00,1,3,17,0,0,0,0,0
1/3/16 18:00,1,3,18,0,0,0,0,0
1/3/16 19:00,1,3,19,0,0,0,0,0
1/3/16 20:00,1,3,20,0,0,0,0,0
1/3/16 21:00,1,3,21,0,0,0,0,0
1/3/16 22:00,1,3,22,0,0,0,0,0
1/3/16 23:00,1,3,23,0,0,0,0,0
1/4/16 00:00,1,4,0,0,0,0,0,0
1/4/16 01:00,1,4,1,0,0,0,0,0
1/4/16 02:00,1,4,2,0,0,0,0,0
1/4/16 03:00,1,4,3,0,0,0,0,0
1/4/16 04:00,1,4,4,0,0,0,0,0
1/4/16 05:00,1,4,5,0,0,0,0,0
1/4/16 06:00,1,4,6,106.776,68.976,-113.448,-6.672,0
1/4/16 07:00,1,4,7,2578.632,2609.784,-2532.816,47.832,700.128
1/4/16 08:00,1,4,8,5845.464,5498.04,6875.976,115.68,-3553.776
1/4/16 09:00,1,4,9,7790.856,-6545.832,10740.696,580.656,-5723.232
1/4/16 10:00,1,4,10,3683.592,-8260.128,-12462.36,-379.32,-5763.888
1/4/16 11:00,1,4,11,-10712.16,8314.128,-12916.536,-479.424,6961.8
1/4/16 12:00,1,4,12,10262.568,5150.736,9925.992,-626.256,-6563.76
1/4/16 13:00,1,4,13,8952.12,-6109.824,-8576.424,-549.504,-7792.776
1/4/16 14:00,1,4,14,-6907.848,-5660.184,-6523.488,-269.184,-5206.152
1/4/16 15:00,1,4,15,4077.12,1258.08,3212.112,867.6,-1833.888
1/4/16 16:00,1,4,16,-349.272,-102.336,271.416,-255.84,-98.544
1/4/16 17:00,1,4,17,0,0,0,0,0
1/4/16 18:00,1,4,18,0,0,0,0,0
1/4/16 19:00,1,4,19,0,0,0,0,0
1/4/16 20:00,1,4,20,0,0,0,0,0
1/4/16 21:00,1,4,21,0,0,0,0,0
1/4/16 22:00,1,4,22,0,0,0,0,0
1/4/16 23:00,1,4,23,0,0,0,0,0
1/5/16 00:00,1,5,0,0,0,0,0,0
1/5/16 01:00,1,5,1,0,0,0,0,0
1/5/16 02:00,1,5,2,0,0,0,0,0
1/5/16 03:00,1,5,3,0,0,0,0,0
1/5/16 04:00,1,5,4,0,0,0,0,0
1/5/16 05:00,1,5,5,0,0,0,0,0
1/5/16 06:00,1,5,6,40.056,-82.32,0,28.92,148.368
1/5/16 07:00,1,5,7,1894.32,-2209.104,0,1100.568,3226.8
1/5/16 08:00,1,5,8,-4182.84,6762.816,5630.832,-1898.904,-7485.624
1/5/16 09:00,1,5,9,5562.648,-9141.384,-6147.096,-4066.56,10098.624
1/5/16 10:00,1,5,10,-3715.56,10432.584,-5561.904,-8752.512,-11459.136
1/5/16 11:00,1,5,11,-7449.792,10193.976,7118.208,-11784.6,11863.824
1/5/16 12:00,1,5,12,-9217.392,10226.568,8337.312,11443.584,-11470.464
1/5/16 13:00,1,5,13,-8093.424,-8313.048,6507.456,-10013.808,-10167.84
1/5/16 14:00,1,5,14,7022.304,6399.888,-4492.344,-7642.272,-7770.792
1/5/16 15:00,1,5,15,4047.264,3138.576,-1863.192,-3995.256,4061.04
1/5/16 16:00,1,5,16,-321.48,311.448,-203.568,360.408,379.8
1/5/16 17:00,1,5,17,0,0,0,0,0
1/5/16 18:00,1,5,18,0,0,0,0,0
1/5/16 19:00,1,5,19,0,0,0,0,0
1/5/16 20:00,1,5,20,0,0,0,0,0
1/5/16 21:00,1,5,21,0,0,0,0,0
1/5/16 22:00,1,5,22,0,0,0,0,0
1/5/16 23:00,1,5,23,0,0,0,0,0
1/6/16 00:00,1,6,0,0,0,0,0,0
1/6/16 01:00,1,6,1,0,0,0,0,0
1/6/16 02:00,1,6,2,0,0,0,0,0
1/6/16 03:00,1,6,3,0,0,0,0,0
1/6/16 04:00,1,6,4,0,0,0,0,0
1/6/16 05:00,1,6,5,0,0,0,0,0
1/6/16 06:00,1,6,6,-100.104,-100.104,116.808,-135.696,-135.096
1/6/16 07:00,1,6,7,-2164.464,-1776.432,2523.912,3185.04,-3114.288
1/6/16 08:00,1,6,8,-5165.112,-2192.448,-5931.336,7244.448,7197
1/6/16 09:00,1,6,9,-6934.128,3149.952,8198.952,-9619.464,-9678.072
1/6/16 10:00,1,6,10,-6578.976,4234.752,8338.944,10863.12,10959.864
1/6/16 11:00,1,6,11,-5994.504,5231.28,7199.616,-11282.688,-11402.736
1/6/16 12:00,1,6,12,4656.984,-3982.464,-7819.032,10854.168,-10949.952
1/6/16 13:00,1,6,13,3881.736,5437.32,7153.992,-9617.184,-9609.048
1/6/16 14:00,1,6,14,3384.384,2284.872,-5059.488,-7406.208,-7197.36
1/6/16 15:00,1,6,15,-1859.712,1072.296,-2036.712,3965.928,3843.576
1/6/16 16:00,1,6,16,-244.728,51.168,-290.328,382.656,-378.696
1/6/16 17:00,1,6,17,0,0,0,0,0
1/6/16 18:00,1,6,18,0,0,0,0,0
1/6/16 19:00,1,6,19,0,0,0,0,0
1/6/16 20:00,1,6,20,0,0,0,0,0
1/6/16 21:00,1,6,21,0,0,0,0,0
1/6/16 22:00,1,6,22,0,0,0,0,0
1/6/16 23:00,1,6,23,0,0,0,0,0
1/7/16 00:00,1,7,0,0,0,0,0,0
1/7/16 01:00,1,7,1,0,0,0,0,0
1/7/16 02:00,1,7,2,0,0,0,0,0
1/7/16 03:00,1,7,3,0,0,0,0,0
1/7/16 04:00,1,7,4,0,0,0,0,0
1/7/16 05:00,1,7,5,0,0,0,0,0
1/7/16 06:00,1,7,6,47.832,7.776,122.352,132.36,-140.64
1/7/16 07:00,1,7,7,726.36,-275.856,-2744.16,3180.36,-2994.432
1/7/16 08:00,1,7,8,1734.144,448.272,-6213.672,7158.744,-6951.72
1/7/16 09:00,1,7,9,2706.336,933.264,8162.544,9250.776,9187.392
1/7/16 10:00,1,7,10,2996.184,-1780.872,-9542.088,10644.24,7073.904
1/7/16 11:00,1,7,11,-2806.584,-2621.616,-9840.984,-10349.16,-8597.4
1/7/16 12:00,1,7,12,3685.248,-3473.664,-8977.344,-7703.376,11052.768
1/7/16 13:00,1,7,13,-5590.44,-1496.112,6969.696,8422.992,-9889.632
1/7/16 14:00,1,7,14,2285.304,-1205.784,-3951,6065.976,-7605.936
1/7/16 15:00,1,7,15,-838.704,1220.112,3136.248,-3295.176,-4107.528
1/7/16 16:00,1,7,16,140.16,61.176,309.24,-427.152,415.248
1/7/16 17:00,1,7,17,0,0,0,0,0
1/7/16 18:00,1,7,18,0,0,0,0,0
1/7/16 19:00,1,7,19,0,0,0,0,0
1/7/16 20:00,1,7,20,0,0,0,0,0
1/7/16 21:00,1,7,21,0,0,0,0,0
1/7/16 22:00,1,7,22,0,0,0,0,0
1/7/16 23:00,1,7,23,0,0,0,0,0
1/8/16 00:00,1,8,0,0,0,0,0,0
1/8/16 01:00,1,8,1,0,0,0,0,0
1/8/16 02:00,1,8,2,0,0,0,0,0
1/8/16 03:00,1,8,3,0,0,0,0,0
1/8/16 04:00,1,8,4,0,0,0,0,0
1/8/16 05:00,1,8,5,0,0,0,0,0
1/8/16 06:00,1,8,6,20.016,0,64.512,-27.816,162.768
1/8/16 07:00,1,8,7,625.128,1433.112,-824.256,624.024,-3349.008
1/8/16 08:00,1,8,8,-1377.096,7787.496,1912.128,4129.752,7330.92
1/8/16 09:00,1,8,9,2698.968,10427.952,4302.624,-4942.752,-9691.536
1/8/16 10:00,1,8,10,-3548.904,-11836.8,7805.232,-8861.184,11588.904
1/8/16 11:00,1,8,11,2885.4,-12215.808,6066.576,10727.976,-12010.392
1/8/16 12:00,1,8,12,4287.216,-11828.352,-7571.64,-11008.68,11531.784
1/8/16 13:00,1,8,13,-2877.864,-9084.048,5130.48,9535.728,-10179.552
1/8/16 14:00,1,8,14,-1815.36,5727.288,-3851.808,7244.76,-7849.848
1/8/16 15:00,1,8,15,-568.416,-4087.584,-754.176,2888.496,3901.392
1/8/16 16:00,1,8,16,23.352,550.608,-68.976,-338.16,-446.256
1/8/16 17:00,1,8,17,0,0,0,0,0
1/8/16 18:00,1,8,18,0,0,0,0,0
1/8/16 19:00,1,8,19,0,0,0,0,0
1/8/16 20:00,1,8,20,0,0,0,0,0
1/8/16 21:00,1,8,21,0,0,0,0,0
1/8/16 22:00,1,8,22,0,0,0,0,0
1/8/16 23:00,1,8,23,0,0,0,0,0
1/9/16 00:00,1,9,0,0,0,0,0,0
1/9/16 01:00,1,9,1,0,0,0,0,0
1/9/16 02:00,1,9,2,0,0,0,0,0
1/9/16 03:00,1,9,3,0,0,0,0,0
1/9/16 04:00,1,9,4,0,0,0,0,0
1/9/16 05:00,1,9,5,0,0,0,0,0
1/9/16 06:00,1,9,6,14.472,161.28,32.256,-117.912,151.704
1/9/16 07:00,1,9,7,-535.032,-3462.096,-490.536,-3293.256,-3133.032
1/9/16 08:00,1,9,8,-1264.728,-7565.448,1624.152,-7595.568,-7059.6
1/9/16 09:00,1,9,9,2030.16,10116.576,-3830.856,10283.184,-9451.08
1/9/16 10:00,1,9,10,-3333.504,-11472.768,-4340.4,11811.096,-10631.88
1/9/16 11:00,1,9,11,-4466.184,-11987.328,6664.872,12377.64,10022.592
1/9/16 12:00,1,9,12,3708.456,11492.304,-2423.952,-12021.384,-9238.656
1/9/16 13:00,1,9,13,1189.344,10132.32,1556.904,10634.28,5048.688
1/9/16 14:00,1,9,14,-934.368,7835.112,-924.36,8199.936,1864.08
1/9/16 15:00,1,9,15,562.848,4276.032,779.76,-4542.144,1224.744
1/9/16 16:00,1,9,16,-6.672,-543.936,-272.52,503.904,-176.064
1/9/16 17:00,1,9,17,0,0,0,0,0
1/9/16 18:00,1,9,18,0,0,0,0,0
1/9/16 19:00,1,9,19,0,0,0,0,0
1/9/16 20:00,1,9,20,0,0,0,0,0
1/9/16 21:00,1,9,21,0,0,0,0,0
1/9/16 22:00,1,9,22,0,0,0,0,0
1/9/16 23:00,1,9,23,0,0,0,0,0
1/10/16 00:00,1,10,0,0,0,0,0,0
1/10/16 01:00,1,10,1,0,0,0,0,0
1/10/16 02:00,1,10,2,0,0,0,0,0
1/10/16 03:00,1,10,3,0,0,0,0,0
1/10/16 04:00,1,10,4,0,0,0,0,0
1/10/16 05:00,1,10,5,0,0,0,0,0
1/10/16 06:00,1,10,6,154.608,137.928,50.064,-123.48,88.584
1/10/16 07:00,1,10,7,-1814.472,3057.888,1298.112,-3329.544,2067.024
1/10/16 08:00,1,10,8,2271.96,7014.456,-3011.712,7429.848,-5327.184
1/10/16 09:00,1,10,9,-3124.992,-9241.704,8093.952,9349.848,-7414.272
1/10/16 10:00,1,10,10,-3789.84,-10676.952,5189.76,11671.032,7759.344
1/10/16 11:00,1,10,11,5666.808,10688.496,5061.168,11959.488,8241.552
1/10/16 12:00,1,10,12,5494.032,-10607.328,3706.176,-11714.208,-4907.4
1/10/16 13:00,1,10,13,-3924.12,-9397.728,2511.384,-10426.2,-4458.12
1/10/16 14:00,1,10,14,-4638.504,-5791.68,-1840.656,-8091.216,2352.456
1/10/16 15:00,1,10,15,-1378.992,3358.2,680.76,4430.952,-857.064
1/10/16 16:00,1,10,16,225.816,-365.952,24.48,-495,-122.904
1/10/16 17:00,1,10,17,0,0,0,0,0
1/10/16 18:00,1,10,18,0,0,0,0,0
1/10/16 19:00,1,10,19,0,0,0,0,0
1/10/16 20:00,1,10,20,0,0,0,0,0
1/10/16 21:00,1,10,21,0,0,0,0,0
1/10/16 22:00,1,10,22,0,0,0,0,0
1/10/16 23:00,1,10,23,0,0,0,0,0
1/11/16 00:00,1,11,0,0,0,0,0,0
1/11/16 01:00,1,11,1,0,0,0,0,0
1/11/16 02:00,1,11,2,0,0,0,0,0
1/11/16 03:00,1,11,3,0,0,0,0,0
1/11/16 04:00,1,11,4,0,0,0,0,0
1/11/16 05:00,1,11,5,0,0,0,0,0
1/11/16 06:00,1,11,6,200.232,146.832,-27.816,147.936,99.648
1/11/16 07:00,1,11,7,-3658.488,-2958.816,505.008,-3336.768,-1490.016
1/11/16 08:00,1,11,8,7504.992,6698.832,-1342.56,7473.672,1871.16
1/11/16 09:00,1,11,9,-9652.368,-8932.584,-2251.2,10091.136,2379.528
1/11/16 10:00,1,11,10,-10956.696,10284.84,3255.36,11508.384,1369.944
1/11/16 11:00,1,11,11,-11428.704,-10738.392,-2674.536,11998.944,2433.648
1/11/16 12:00,1,11,12,11094.24,-10422.888,-1946.616,11565.864,-2837.256
1/11/16 13:00,1,11,13,9804.792,9211.248,-2176.872,10233.288,-2453.616
1/11/16 14:00,1,11,14,-7719.768,-7002.072,1899.888,-7851,-2632.992
1/11/16 15:00,1,11,15,-4507.248,-3567,-192.432,4253.184,-1075.992
1/11/16 16:00,1,11,16,-540.6,447.168,41.16,-434.928,-93.024
1/11/16 17:00,1,11,17,0,0,0,0,0
1/11/16 18:00,1,11,18,0,0,0,0,0
1/11/16 19:00,1,11,19,0,0,0,0,0
1/11/16 20:00,1,11,20,0,0,0,0,0
1/11/16 21:00,1,11,21,0,0,0,0,0
1/11/16 22:00,1,11,22,0,0,0,0,0
1/11/16 23:00,1,11,23,0,0,0,0,0
1/12/16 00:00,1,12,0,0,0,0,0,0
1/12/16 01:00,1,12,1,0,0,0,0,0
1/12/16 02:00,1,12,2,0,0,0,0,0
1/12/16 03:00,1,12,3,0,0,0,0,0
1/12/16 04:00,1,12,4,0,0,0,0,0
1/12/16 05:00,1,12,5,0,0,0,0,0
1/12/16 06:00,1,12,6,165.744,-127.92,8.904,23.352,0
1/12/16 07:00,1,12,7,-3454.536,-2826.792,-859.848,-820.92,239.184
1/12/16 08:00,1,12,8,7425.312,-6651.816,632.928,1704.12,-348.792
1/12/16 09:00,1,12,9,-9916.056,8913.48,913.248,2915.88,1296.912
1/12/16 10:00,1,12,10,-11322.84,-10204.704,898.776,5936.112,-2287.848
1/12/16 11:00,1,12,11,-11761.776,-10668.48,729.696,-4531.776,-2864.184
1/12/16 12:00,1,12,12,-11322.48,10062.36,-1280.256,-3992.544,1693.776
1/12/16 13:00,1,12,13,-9915.984,8559.984,1239.528,3185.112,-2411.232
1/12/16 14:00,1,12,14,-7706.784,-4915.224,636.264,-1990.752,3524.76
1/12/16 15:00,1,12,15,-4269.576,3719.88,1574.664,1007.784,1041.576
1/12/16 16:00,1,12,16,-525.024,430.488,492.768,104.568,110.736
1/12/16 17:00,1,12,17,0,0,0,0,0
1/12/16 18:00,1,12,18,0,0,0,0,0
1/12/16 19:00,1,12,19,0,0,0,0,0
1/12/16 20:00,1,12,20,0,0,0,0,0
1/12/16 21:00,1,12,21,0,0,0,0,0
1/12/16 22:00,1,12,22,0,0,0,0,0
1/12/16 23:00,1,12,23,0,0,0,0,0
1/13/16 00:00,1,13,0,0,0,0,0,0
1/13/16 01:00,1,13,1,0,0,0,0,0
1/13/16 02:00,1,13,2,0,0,0,0,0
1/13/16 03:00,1,13,3,0,0,0,0,0
1/13/16 04:00,1,13,4,0,0,0,0,0
1/13/16 05:00,1,13,5,0,0,0,0,0
1/13/16 06:00,1,13,6,157.944,135.696,-139.032,0,-78.624
1/13/16 07:00,1,13,7,-3485.592,-2903.808,3072.216,250.272,775.104
1/13/16 08:00,1,13,8,-7303.488,6691.104,6547.92,840.936,-2044.8
1/13/16 09:00,1,13,9,-9623.808,-8935.056,9562.776,-1371.528,-2382.096
1/13/16 10:00,1,13,10,-11109.456,10146.36,-10551.384,5257.704,-2810.712
1/13/16 11:00,1,13,11,-11443.848,10567.872,11017.632,-4906.92,1884.552
1/13/16 12:00,1,13,12,10885.608,10292.52,11332.992,4220.064,1685.328
1/13/16 13:00,1,13,13,-9109.896,9132.576,-9893.592,-7081.416,1923.816
1/13/16 14:00,1,13,14,7911.144,-7018.728,8014.848,6983.664,-5901.264
1/13/16 15:00,1,13,15,4195.488,-3924.096,-4503.672,-4166.928,-3036.984
1/13/16 16:00,1,13,16,323.688,-489.432,586.2,208.008,-153.912
1/13/16 17:00,1,13,17,0,0,0,0,0
1/13/16 18:00,1,13,18,0,0,0,0,0
1/13/16 19:00,1,13,19,0,0,0,0,0
1/13/16 20:00,1,13,20,0,0,0,0,0
1/13/16 21:00,1,13,21,0,0,0,0,0
1/13/16 22:00,1,13,22,0,0,0,0,0
1/13/16 23:00,1,13,23,0,0,0,0,0
1/14/16 00:00,1,14,0,0,0,0,0,0
1/14/16 01:00,1,14,1,0,0,0,0,0
1/14/16 02:00,1,14,2,0,0,0,0,0
1/14/16 03:00,1,14,3,0,0,0,0,0
1/14/16 04:00,1,14,4,0,0,0,0,0
1/14/16 05:00,1,14,5,0,0,0,0,0
1/14/16 06:00,1,14,6,48.936,139.032,-159.072,7.776,226.992
1/14/16 07:00,1,14,7,1084.536,-2878.032,-3246.96,-369.288,1373.064
1/14/16 08:00,1,14,8,-2888.76,6512.976,-7288.08,-929.928,2482.68
1/14/16 09:00,1,14,9,6107.472,-8656.512,-9839.256,-1352.616,5614.272
1/14/16 10:00,1,14,10,-6663.792,10028.952,11198.28,1412.688,-7560.792
1/14/16 11:00,1,14,11,7350.864,10253.616,-11537.016,1264.728,-7378.488
1/14/16 12:00,1,14,12,-7451.904,9336.816,11204.712,1788.648,6156.12
1/14/16 13:00,1,14,13,-4848.144,-7914.336,10010.568,-1360.392,-7810.488
1/14/16 14:00,1,14,14,2799.192,5984.568,-7785.552,-629.592,3486.336
1/14/16 15:00,1,14,15,-1180.2,2719.944,4452.552,305.904,2993.568
1/14/16 16:00,1,14,16,144.6,-402.648,609.576,20.016,-212.592
1/14/16 17:00,1,14,17,0,0,0,0,0
1/14/16 18:00,1,14,18,0,0,0,0,0
1/14/16 19:00,1,14,19,0,0,0,0,0
1/14/16 20:00,1,14,20,0,0,0,0,0
1/14/16 21:00,1,14,21,0,0,0,0,0
1/14/16 22:00,1,14,22,0,0,0,0,0
1/14/16 23:00,1,14,23,0,0,0,0,0
1/15/16 00:00,1,15,0,0,0,0,0,0
1/15/16 01:00,1,15,1,0,0,0,0,0
1/15/16 02:00,1,15,2,0,0,0,0,0
1/15/16 03:00,1,15,3,0,0,0,0,0
1/15/16 04:00,1,15,4,0,0,0,0,0
1/15/16 05:00,1,15,5,0,0,0,0,0
1/15/16 06:00,1,15,6,0,136.824,150.168,42.264,-29.904
1/15/16 07:00,1,15,7,18.912,1904.808,-3178.896,-875.424,-540.36
1/15/16 08:00,1,15,8,183.528,5178.24,-7153.416,2851.8,857.064
1/15/16 09:00,1,15,9,-27.816,8438.496,9660.864,-5732.184,-1493.76
1/15/16 10:00,1,15,10,0,10117.44,11074.968,-8644.896,2847.624
1/15/16 11:00,1,15,11,0,9474.72,11435.376,10314.768,3581.4
1/15/16 12:00,1,15,12,0,8947.032,-11095.68,-6381.984,-3990.144
1/15/16 13:00,1,15,13,0,-7111.08,-9880.104,7626.816,5218.224
1/15/16 14:00,1,15,14,0,-4534.2,7742.544,3061.008,4130.496
1/15/16 15:00,1,15,15,-1195.08,-3505.368,4471.92,-1961.784,2655.288
1/15/16 16:00,1,15,16,652.584,-283.656,-618.456,163.512,-352.128
1/15/16 17:00,1,15,17,0,0,0,0,0
1/15/16 18:00,1,15,18,0,0,0,0,0
1/15/16 19:00,1,15,19,0,0,0,0,0
1/15/16 20:00,1,15,20,0,0,0,0,0
1/15/16 21:00,1,15,21,0,0,0,0,0
1/15/16 22:00,1,15,22,0,0,0,0,0
1/15/16 23:00,1,15,23,0,0,0,0,0
1/16/16 00:00,1,16,0,0,0,0,0,0
1/16/16 01:00,1,16,1,0,0,0,0,0
1/16/16 02:00,1,16,2,0,0,0,0,0
1/16/16 03:00,1,16,3,0,0,0,0,0
1/16/16 04:00,1,16,4,0,0,0,0,0
1/16/16 05:00,1,16,5,0,0,0,0,0
1/16/16 06:00,1,16,6,-130.152,71.184,-155.736,90.096,-49.824
1/16/16 07:00,1,16,7,1300.344,325.92,3236.088,1297.008,581.328
1/16/16 08:00,1,16,8,2984.544,-3414.552,7116.192,5797.92,2251.056
1/16/16 09:00,1,16,9,-4490.232,-7019.688,9238.488,10041.576,7115.664
1/16/16 10:00,1,16,10,9049.704,-5745.144,10193.136,-11453.64,-5493.12
1/16/16 11:00,1,16,11,11663.256,-7769.52,-9217.968,-12031.2,-8097.84
1/16/16 12:00,1,16,12,11167.104,-9199.296,8068.8,11414.448,-10057.608
1/16/16 13:00,1,16,13,-5955.96,-7625.064,6027.072,10055.472,-9535.92
1/16/16 14:00,1,16,14,-5104.944,6282.744,4389.6,-7868.976,-7256.472
1/16/16 15:00,1,16,15,-2928.264,-3222.72,-2254.728,4661.424,4509.48
1/16/16 16:00,1,16,16,362.208,-520.584,309.24,659.616,359.88
1/16/16 17:00,1,16,17,0,0,0,0,0
1/16/16 18:00,1,16,18,0,0,0,0,0
1/16/16 19:00,1,16,19,0,0,0,0,0
1/16/16 20:00,1,16,20,0,0,0,0,0
1/16/16 21:00,1,16,21,0,0,0,0,0
1/16/16 22:00,1,16,22,0,0,0,0,0
1/16/16 23:00,1,16,23,0,0,0,0,0
1/17/16 00:00,1,17,0,0,0,0,0,0
1/17/16 01:00,1,17,1,0,0,0,0,0
1/17/16 02:00,1,17,2,0,0,0,0,0
1/17/16 03:00,1,17,3,0,0,0,0,0
1/17/16 04:00,1,17,4,0,0,0,0,0
1/17/16 05:00,1,17,5,0,0,0,0,0
1/17/16 06:00,1,17,6,-13.344,120.144,122.352,-169.08,-239.184
1/17/16 07:00,1,17,7,-864.84,-1060.056,540.6,3280.68,2804.832
1/17/16 08:00,1,17,8,-3726.864,-5151.672,-672.96,7232.88,-7338.24
1/17/16 09:00,1,17,9,-8799.768,-8848.728,-971.088,9422.76,-10063.848
1/17/16 10:00,1,17,10,-9151.056,10146.36,-1344.84,-11157.456,11618.544
1/17/16 11:00,1,17,11,8401.368,10076.232,5102.568,11624.976,12143.832
1/17/16 12:00,1,17,12,-11547.024,-8786.904,10754.616,10177.968,-11713.992
1/17/16 13:00,1,17,13,10118.664,-6537.984,-10821.288,-9212.664,10209.432
1/17/16 14:00,1,17,14,-8653.416,-4540.608,-8521.776,-7165.896,7372.848
1/17/16 15:00,1,17,15,5077.92,2805.696,-5079.192,2818.104,4598.376
1/17/16 16:00,1,17,16,-744.168,-523.92,778.632,-238.032,684.312
1/17/16 17:00,1,17,17,0,0,0,0,0
1/17/16 18:00,1,17,18,0,0,0,0,0
1/17/16 19:00,1,17,19,0,0,0,0,0
1/17/16 20:00,1,17,20,0,0,0,0,0
1/17/16 21:00,1,17,21,0,0,0,0,0
1/17/16 22:00,1,17,22,0,0,0,0,0
1/17/16 23:00,1,17,23,0,0,0,0,0
1/18/16 00:00,1,18,0,0,0,0,0,0
1/18/16 01:00,1,18,1,0,0,0,0,0
1/18/16 02:00,1,18,2,0,0,0,0,0
1/18/16 03:00,1,18,3,0,0,0,0,0
1/18/16 04:00,1,18,4,0,0,0,0,0
1/18/16 05:00,1,18,5,0,0,0,0,0
1/18/16 06:00,1,18,6,204.672,-121.248,0,-38.928,96.336
1/18/16 07:00,1,18,7,3625.248,441.6,0,-511.68,-2016.816
1/18/16 08:00,1,18,8,7603.368,1105.68,0,-1394.76,5848.488
1/18/16 09:00,1,18,9,-10422.504,1438.272,138.84,-1436.04,8715.744
1/18/16 10:00,1,18,10,12267.768,-3805.752,10390.416,-644.04,10090.992
1/18/16 11:00,1,18,11,12771.24,6233.928,10874.928,704.112,-8687.904
